"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,field_mentionee_target_id
"node","mention",0,3489,3489,"und",0,1562
"node","mention",0,3490,3490,"und",0,1564
"node","mention",0,3491,3491,"und",0,1569
"node","mention",0,3492,3492,"und",0,1570
"node","mention",0,3493,3493,"und",0,1571
"node","mention",0,3494,3494,"und",0,1574
"node","mention",0,3495,3495,"und",0,1576
"node","mention",0,3496,3496,"und",0,1578
"node","mention",0,3497,3497,"und",0,1581
"node","mention",0,3498,3498,"und",0,1582
"node","mention",0,3499,3499,"und",0,1583
"node","mention",0,3500,3500,"und",0,1584
"node","mention",0,3501,3501,"und",0,1588
"node","mention",0,3502,3502,"und",0,24
"node","mention",0,3503,3503,"und",0,287
"node","mention",0,3504,3504,"und",0,1592
"node","mention",0,3505,3505,"und",0,1593
"node","mention",0,3506,3506,"und",0,381
"node","mention",0,3507,3507,"und",0,1599
"node","mention",0,3508,3508,"und",0,1600
"node","mention",0,3509,3509,"und",0,1601
"node","mention",0,3510,3510,"und",0,1602
"node","mention",0,3511,3511,"und",0,379
"node","mention",0,3512,3512,"und",0,1621
"node","mention",0,3513,3513,"und",0,289
"node","mention",0,3514,3514,"und",0,1629
"node","mention",0,3515,3515,"und",0,1630
"node","mention",0,3516,3516,"und",0,1631
"node","mention",0,3517,3517,"und",0,1632
"node","mention",0,3518,3518,"und",0,1633
"node","mention",0,3519,3519,"und",0,1634
"node","mention",0,3520,3520,"und",0,1635
"node","mention",0,3521,3521,"und",0,1636
"node","mention",0,3522,3522,"und",0,1637
"node","mention",0,3523,3523,"und",0,1638
"node","mention",0,3524,3524,"und",0,268
"node","mention",0,3525,3525,"und",0,1639
"node","mention",0,3526,3526,"und",0,1640
"node","mention",0,3527,3527,"und",0,1641
"node","mention",0,3528,3528,"und",0,1642
"node","mention",0,3529,3529,"und",0,1643
"node","mention",0,3530,3530,"und",0,1650
"node","mention",0,3531,3531,"und",0,1651
"node","mention",0,3532,3532,"und",0,1652
"node","mention",0,3533,3533,"und",0,1653
"node","mention",0,3534,3534,"und",0,1654
"node","mention",0,3535,3535,"und",0,1659
"node","mention",0,3536,3536,"und",0,1660
"node","mention",0,3537,3537,"und",0,1661
"node","mention",0,3538,3538,"und",0,1664
"node","mention",0,3539,3539,"und",0,1665
"node","mention",0,3540,3540,"und",0,1666
"node","mention",0,3541,3541,"und",0,228
"node","mention",0,3542,3542,"und",0,1667
"node","mention",0,3543,3543,"und",0,1669
"node","mention",0,3544,3544,"und",0,1374
"node","mention",0,3545,3545,"und",0,1672
"node","mention",0,3546,3546,"und",0,1676
"node","mention",0,3547,3547,"und",0,1677
"node","mention",0,3548,3548,"und",0,1691
"node","mention",0,3549,3549,"und",0,1692
"node","mention",0,3550,3550,"und",0,1693
"node","mention",0,3551,3551,"und",0,1694
"node","mention",0,3552,3552,"und",0,1695
"node","mention",0,3553,3553,"und",0,1696
"node","mention",0,3554,3554,"und",0,1699
"node","mention",0,3555,3555,"und",0,1700
"node","mention",0,3556,3556,"und",0,169
"node","mention",0,3557,3557,"und",0,1701
"node","mention",0,3558,3558,"und",0,1706
"node","mention",0,3559,3559,"und",0,1707
"node","mention",0,3560,3560,"und",0,1708
"node","mention",0,3561,3561,"und",0,1712
"node","mention",0,3562,3562,"und",0,1727
"node","mention",0,3563,3563,"und",0,1728
"node","mention",0,3564,3564,"und",0,1766
"node","mention",0,3565,3565,"und",0,1771
"node","mention",0,3566,3566,"und",0,1772
"node","mention",0,3567,3567,"und",0,1773
"node","mention",0,3568,3568,"und",0,84
"node","mention",0,3569,3569,"und",0,1775
"node","mention",0,3570,3570,"und",0,1776
"node","mention",0,3571,3571,"und",0,1777
"node","mention",0,3572,3572,"und",0,1778
"node","mention",0,3573,3573,"und",0,1782
"node","mention",0,3574,3574,"und",0,1784
"node","mention",0,3575,3575,"und",0,1785
"node","mention",0,3576,3576,"und",0,1796
"node","mention",0,3577,3577,"und",0,1797
"node","mention",0,3578,3578,"und",0,1813
"node","mention",0,3579,3579,"und",0,1828
"node","mention",0,3580,3580,"und",0,1829
"node","mention",0,3581,3581,"und",0,475
"node","mention",0,3582,3582,"und",0,1843
"node","mention",0,3583,3583,"und",0,1846
"node","mention",0,3584,3584,"und",0,1853
"node","mention",0,3585,3585,"und",0,1854
"node","mention",0,3586,3586,"und",0,1855
"node","mention",0,3587,3587,"und",0,1856
"node","mention",0,3588,3588,"und",0,1860
"node","mention",0,3589,3589,"und",0,1861
"node","mention",0,3590,3590,"und",0,1863
"node","mention",0,3591,3591,"und",0,1866
"node","mention",0,3592,3592,"und",0,1869
"node","mention",0,3593,3593,"und",0,1871
"node","mention",0,3594,3594,"und",0,1479
"node","mention",0,3595,3595,"und",0,1881
"node","mention",0,3596,3596,"und",0,1900
"node","mention",0,3597,3597,"und",0,1903
"node","mention",0,3598,3598,"und",0,1916
"node","mention",0,3599,3599,"und",0,1921
"node","mention",0,3600,3600,"und",0,1922
"node","mention",0,3601,3601,"und",0,1927
"node","mention",0,3602,3602,"und",0,1928
"node","mention",0,3603,3603,"und",0,1937
"node","mention",0,3604,3604,"und",0,1939
"node","mention",0,3605,3605,"und",0,1941
"node","mention",0,3606,3606,"und",0,1946
"node","mention",0,3607,3607,"und",0,1750
"node","mention",0,3608,3608,"und",0,1213
"node","mention",0,3609,3609,"und",0,1187
"node","mention",0,3610,3610,"und",0,1486
"node","mention",0,3611,3611,"und",0,1729
"node","mention",0,3612,3612,"und",0,1681
"node","mention",0,3613,3613,"und",0,881
"node","mention",0,3614,3614,"und",0,1537
"node","mention",0,3615,3615,"und",0,1901
"node","mention",0,3616,3616,"und",0,1818
"node","mention",0,3617,3617,"und",0,1873
"node","mention",0,3618,3618,"und",0,39
"node","mention",0,3619,3619,"und",0,457
"node","mention",0,3620,3620,"und",0,577
"node","mention",0,3621,3621,"und",0,1890
"node","mention",0,3622,3622,"und",0,1920
"node","mention",0,3623,3623,"und",0,1818
"node","mention",0,3624,3624,"und",0,1825
"node","mention",0,3625,3625,"und",0,1873
"node","mention",0,3626,3626,"und",0,1216
"node","mention",0,3627,3627,"und",0,1309
"node","mention",0,3628,3628,"und",0,558
"node","mention",0,3629,3629,"und",0,39
"node","mention",0,3630,3630,"und",0,700
"node","mention",0,3631,3631,"und",0,1063
"node","mention",0,3632,3632,"und",0,1158
"node","mention",0,3633,3633,"und",0,525
"node","mention",0,3634,3634,"und",0,530
"node","mention",0,3635,3635,"und",0,1224
"node","mention",0,3636,3636,"und",0,1473
"node","mention",0,3637,3637,"und",0,1009
"node","mention",0,3638,3638,"und",0,1529
"node","mention",0,3639,3639,"und",0,552
"node","mention",0,3640,3640,"und",0,639
"node","mention",0,3641,3641,"und",0,259
"node","mention",0,3642,3642,"und",0,480
"node","mention",0,3643,3643,"und",0,609
"node","mention",0,3644,3644,"und",0,630
"node","mention",0,3645,3645,"und",0,681
"node","mention",0,3646,3646,"und",0,1598
"node","mention",0,3647,3647,"und",0,1591
"node","mention",0,3648,3648,"und",0,1485
"node","mention",0,3649,3649,"und",0,691
"node","mention",0,3650,3650,"und",0,140
"node","mention",0,3651,3651,"und",0,505
"node","mention",0,3652,3652,"und",0,506
"node","mention",0,3653,3653,"und",0,364
"node","mention",0,3654,3654,"und",0,480
"node","mention",0,3655,3655,"und",0,626
"node","mention",0,3656,3656,"und",0,1068
"node","mention",0,3657,3657,"und",0,1367
"node","mention",0,3658,3658,"und",0,1484
"node","mention",0,3659,3659,"und",0,50
"node","mention",0,3660,3660,"und",0,1929
"node","mention",0,3661,3661,"und",0,1002
"node","mention",0,3662,3662,"und",0,1932
"node","mention",0,3663,3663,"und",0,986
"node","mention",0,3664,3664,"und",0,1112
"node","mention",0,3665,3665,"und",0,1548
"node","mention",0,3666,3666,"und",0,1914
"node","mention",0,3667,3667,"und",0,1169
"node","mention",0,3668,3668,"und",0,1125
"node","mention",0,3669,3669,"und",0,490
"node","mention",0,3670,3670,"und",0,422
"node","mention",0,3671,3671,"und",0,1614
"node","mention",0,3672,3672,"und",0,140
"node","mention",0,3673,3673,"und",0,839
"node","mention",0,3674,3674,"und",0,678
"node","mention",0,3675,3675,"und",0,1788
"node","mention",0,3676,3676,"und",0,754
"node","mention",0,3677,3677,"und",0,545
"node","mention",0,3678,3678,"und",0,553
"node","mention",0,3679,3679,"und",0,587
"node","mention",0,3680,3680,"und",0,616
"node","mention",0,3681,3681,"und",0,122
"node","mention",0,3682,3682,"und",0,633
"node","mention",0,3683,3683,"und",0,718
"node","mention",0,3684,3684,"und",0,727
"node","mention",0,3685,3685,"und",0,804
"node","mention",0,3686,3686,"und",0,843
"node","mention",0,3687,3687,"und",0,856
"node","mention",0,3688,3688,"und",0,862
"node","mention",0,3689,3689,"und",0,882
"node","mention",0,3690,3690,"und",0,899
"node","mention",0,3691,3691,"und",0,927
"node","mention",0,3692,3692,"und",0,935
"node","mention",0,3693,3693,"und",0,938
"node","mention",0,3694,3694,"und",0,939
"node","mention",0,3695,3695,"und",0,1025
"node","mention",0,3696,3696,"und",0,1055
"node","mention",0,3697,3697,"und",0,1078
"node","mention",0,3698,3698,"und",0,1079
"node","mention",0,3699,3699,"und",0,1140
"node","mention",0,3700,3700,"und",0,1199
"node","mention",0,3701,3701,"und",0,1229
"node","mention",0,3702,3702,"und",0,1235
"node","mention",0,3703,3703,"und",0,1241
"node","mention",0,3704,3704,"und",0,1258
"node","mention",0,3705,3705,"und",0,1344
"node","mention",0,3706,3706,"und",0,333
"node","mention",0,3707,3707,"und",0,1426
"node","mention",0,3708,3708,"und",0,1467
"node","mention",0,3709,3709,"und",0,1545
"node","mention",0,3710,3710,"und",0,1550
"node","mention",0,3711,3711,"und",0,1565
"node","mention",0,3712,3712,"und",0,1585
"node","mention",0,3713,3713,"und",0,1644
"node","mention",0,3714,3714,"und",0,1673
"node","mention",0,3715,3715,"und",0,723
"node","mention",0,3716,3716,"und",0,1790
"node","mention",0,3717,3717,"und",0,369
"node","mention",0,3718,3718,"und",0,1830
"node","mention",0,3719,3719,"und",0,654
"node","mention",0,3720,3720,"und",0,645
"node","mention",0,3721,3721,"und",0,1752
"node","mention",0,3722,3722,"und",0,258
"node","mention",0,3723,3723,"und",0,88
"node","mention",0,3724,3724,"und",0,748
"node","mention",0,3725,3725,"und",0,426
"node","mention",0,3726,3726,"und",0,422
"node","mention",0,3727,3727,"und",0,1945
"node","mention",0,3728,3728,"und",0,1507
"node","mention",0,3729,3729,"und",0,1729
"node","mention",0,3730,3730,"und",0,1865
"node","mention",0,3731,3731,"und",0,706
"node","mention",0,3732,3732,"und",0,1568
"node","mention",0,3733,3733,"und",0,1596
"node","mention",0,3734,3734,"und",0,41
"node","mention",0,3735,3735,"und",0,1723
"node","mention",0,3736,3736,"und",0,1201
"node","mention",0,3737,3737,"und",0,661
"node","mention",0,3738,3738,"und",0,1678
"node","mention",0,3739,3739,"und",0,1713
"node","mention",0,3740,3740,"und",0,127
"node","mention",0,3741,3741,"und",0,1216
"node","mention",0,3742,3742,"und",0,851
"node","mention",0,3743,3743,"und",0,1818
"node","mention",0,3744,3744,"und",0,1873
"node","mention",0,3745,3745,"und",0,480
"node","mention",0,3746,3746,"und",0,1729
"node","mention",0,3747,3747,"und",0,480
"node","mention",0,3748,3748,"und",0,1490
"node","mention",0,3749,3749,"und",0,1162
"node","mention",0,3750,3750,"und",0,1180
"node","mention",0,3751,3751,"und",0,1826
"node","mention",0,3752,3752,"und",0,1917
"node","mention",0,3753,3753,"und",0,509
"node","mention",0,3754,3754,"und",0,510
"node","mention",0,3755,3755,"und",0,521
"node","mention",0,3756,3756,"und",0,526
"node","mention",0,3757,3757,"und",0,536
"node","mention",0,3758,3758,"und",0,539
"node","mention",0,3759,3759,"und",0,541
"node","mention",0,3760,3760,"und",0,545
"node","mention",0,3761,3761,"und",0,550
"node","mention",0,3762,3762,"und",0,556
"node","mention",0,3763,3763,"und",0,570
"node","mention",0,3764,3764,"und",0,572
"node","mention",0,3765,3765,"und",0,576
"node","mention",0,3766,3766,"und",0,581
"node","mention",0,3767,3767,"und",0,588
"node","mention",0,3768,3768,"und",0,590
"node","mention",0,3769,3769,"und",0,597
"node","mention",0,3770,3770,"und",0,598
"node","mention",0,3771,3771,"und",0,599
"node","mention",0,3772,3772,"und",0,1555
"node","mention",0,3773,3773,"und",0,1409
"node","mention",0,3774,3774,"und",0,616
"node","mention",0,3775,3775,"und",0,621
"node","mention",0,3776,3776,"und",0,622
"node","mention",0,3777,3777,"und",0,122
"node","mention",0,3778,3778,"und",0,632
"node","mention",0,3779,3779,"und",0,250
"node","mention",0,3780,3780,"und",0,637
"node","mention",0,3781,3781,"und",0,642
"node","mention",0,3782,3782,"und",0,650
"node","mention",0,3783,3783,"und",0,651
"node","mention",0,3784,3784,"und",0,652
"node","mention",0,3785,3785,"und",0,654
"node","mention",0,3786,3786,"und",0,658
"node","mention",0,3787,3787,"und",0,659
"node","mention",0,3788,3788,"und",0,660
"node","mention",0,3789,3789,"und",0,662
"node","mention",0,3790,3790,"und",0,668
"node","mention",0,3791,3791,"und",0,669
"node","mention",0,3792,3792,"und",0,656
"node","mention",0,3793,3793,"und",0,694
"node","mention",0,3794,3794,"und",0,697
"node","mention",0,3795,3795,"und",0,698
"node","mention",0,3796,3796,"und",0,1617
"node","mention",0,3797,3797,"und",0,716
"node","mention",0,3798,3798,"und",0,717
"node","mention",0,3799,3799,"und",0,583
"node","mention",0,3800,3800,"und",0,722
"node","mention",0,3801,3801,"und",0,725
"node","mention",0,3802,3802,"und",0,727
"node","mention",0,3803,3803,"und",0,884
"node","mention",0,3804,3804,"und",0,739
"node","mention",0,3805,3805,"und",0,743
"node","mention",0,3806,3806,"und",0,745
"node","mention",0,3807,3807,"und",0,746
"node","mention",0,3808,3808,"und",0,749
"node","mention",0,3809,3809,"und",0,750
"node","mention",0,3810,3810,"und",0,757
"node","mention",0,3811,3811,"und",0,762
"node","mention",0,3812,3812,"und",0,765
"node","mention",0,3813,3813,"und",0,767
"node","mention",0,3814,3814,"und",0,768
"node","mention",0,3815,3815,"und",0,1417
"node","mention",0,3816,3816,"und",0,774
"node","mention",0,3817,3817,"und",0,777
"node","mention",0,3818,3818,"und",0,784
"node","mention",0,3819,3819,"und",0,785
"node","mention",0,3820,3820,"und",0,786
"node","mention",0,3821,3821,"und",0,338
"node","mention",0,3822,3822,"und",0,805
"node","mention",0,3823,3823,"und",0,856
"node","mention",0,3824,3824,"und",0,859
"node","mention",0,3825,3825,"und",0,862
"node","mention",0,3826,3826,"und",0,865
"node","mention",0,3827,3827,"und",0,890
"node","mention",0,3828,3828,"und",0,892
"node","mention",0,3829,3829,"und",0,897
"node","mention",0,3830,3830,"und",0,900
"node","mention",0,3831,3831,"und",0,902
"node","mention",0,3832,3832,"und",0,914
"node","mention",0,3833,3833,"und",0,917
"node","mention",0,3834,3834,"und",0,918
"node","mention",0,3835,3835,"und",0,919
"node","mention",0,3836,3836,"und",0,1563
"node","mention",0,3837,3837,"und",0,947
"node","mention",0,3838,3838,"und",0,949
"node","mention",0,3839,3839,"und",0,953
"node","mention",0,3840,3840,"und",0,955
"node","mention",0,3841,3841,"und",0,956
"node","mention",0,3842,3842,"und",0,957
"node","mention",0,3843,3843,"und",0,960
"node","mention",0,3844,3844,"und",0,974
"node","mention",0,3845,3845,"und",0,977
"node","mention",0,3846,3846,"und",0,1149
"node","mention",0,3847,3847,"und",0,995
"node","mention",0,3848,3848,"und",0,1001
"node","mention",0,3849,3849,"und",0,1005
"node","mention",0,3850,3850,"und",0,1013
"node","mention",0,3851,3851,"und",0,1016
"node","mention",0,3852,3852,"und",0,1017
"node","mention",0,3853,3853,"und",0,1019
"node","mention",0,3854,3854,"und",0,1023
"node","mention",0,3855,3855,"und",0,1026
"node","mention",0,3856,3856,"und",0,1031
"node","mention",0,3857,3857,"und",0,1034
"node","mention",0,3858,3858,"und",0,1035
"node","mention",0,3859,3859,"und",0,1038
"node","mention",0,3860,3860,"und",0,1053
"node","mention",0,3861,3861,"und",0,1055
"node","mention",0,3862,3862,"und",0,1076
"node","mention",0,3863,3863,"und",0,1102
"node","mention",0,3864,3864,"und",0,1111
"node","mention",0,3865,3865,"und",0,1115
"node","mention",0,3866,3866,"und",0,1120
"node","mention",0,3867,3867,"und",0,1121
"node","mention",0,3868,3868,"und",0,1126
"node","mention",0,3869,3869,"und",0,1139
"node","mention",0,3870,3870,"und",0,1140
"node","mention",0,3871,3871,"und",0,1141
"node","mention",0,3872,3872,"und",0,1142
"node","mention",0,3873,3873,"und",0,1144
"node","mention",0,3874,3874,"und",0,1146
"node","mention",0,3875,3875,"und",0,1152
"node","mention",0,3876,3876,"und",0,1153
"node","mention",0,3877,3877,"und",0,1157
"node","mention",0,3878,3878,"und",0,1159
"node","mention",0,3879,3879,"und",0,1159
"node","mention",0,3880,3880,"und",0,1162
"node","mention",0,3881,3881,"und",0,1176
"node","mention",0,3882,3882,"und",0,1177
"node","mention",0,3883,3883,"und",0,1178
"node","mention",0,3884,3884,"und",0,1180
"node","mention",0,3885,3885,"und",0,1182
"node","mention",0,3886,3886,"und",0,1183
"node","mention",0,3887,3887,"und",0,1186
"node","mention",0,3888,3888,"und",0,1188
"node","mention",0,3889,3889,"und",0,1195
"node","mention",0,3890,3890,"und",0,1198
"node","mention",0,3891,3891,"und",0,1210
"node","mention",0,3892,3892,"und",0,1215
"node","mention",0,3893,3893,"und",0,1234
"node","mention",0,3894,3894,"und",0,1236
"node","mention",0,3895,3895,"und",0,1238
"node","mention",0,3896,3896,"und",0,1242
"node","mention",0,3897,3897,"und",0,1250
"node","mention",0,3898,3898,"und",0,1261
"node","mention",0,3899,3899,"und",0,1263
"node","mention",0,3900,3900,"und",0,246
"node","mention",0,3901,3901,"und",0,1274
"node","mention",0,3902,3902,"und",0,1284
"node","mention",0,3903,3903,"und",0,1288
"node","mention",0,3904,3904,"und",0,1292
"node","mention",0,3905,3905,"und",0,1296
"node","mention",0,3906,3906,"und",0,1299
"node","mention",0,3907,3907,"und",0,1304
"node","mention",0,3908,3908,"und",0,1373
"node","mention",0,3909,3909,"und",0,1352
"node","mention",0,3910,3910,"und",0,428
"node","mention",0,3911,3911,"und",0,1360
"node","mention",0,3912,3912,"und",0,1362
"node","mention",0,3913,3913,"und",0,1363
"node","mention",0,3914,3914,"und",0,1364
"node","mention",0,3915,3915,"und",0,1366
"node","mention",0,3916,3916,"und",0,1371
"node","mention",0,3917,3917,"und",0,1372
"node","mention",0,3918,3918,"und",0,1386
"node","mention",0,3919,3919,"und",0,1408
"node","mention",0,3920,3920,"und",0,1419
"node","mention",0,3921,3921,"und",0,1422
"node","mention",0,3922,3922,"und",0,1425
"node","mention",0,3923,3923,"und",0,1431
"node","mention",0,3924,3924,"und",0,1441
"node","mention",0,3925,3925,"und",0,1466
"node","mention",0,3926,3926,"und",0,1468
"node","mention",0,3927,3927,"und",0,1471
"node","mention",0,3928,3928,"und",0,1477
"node","mention",0,3929,3929,"und",0,1478
"node","mention",0,3930,3930,"und",0,1491
"node","mention",0,3931,3931,"und",0,1492
"node","mention",0,3932,3932,"und",0,1493
"node","mention",0,3933,3933,"und",0,1495
"node","mention",0,3934,3934,"und",0,1496
"node","mention",0,3935,3935,"und",0,1497
"node","mention",0,3936,3936,"und",0,1516
"node","mention",0,3937,3937,"und",0,1521
"node","mention",0,3938,3938,"und",0,1525
"node","mention",0,3939,3939,"und",0,1531
"node","mention",0,3940,3940,"und",0,1535
"node","mention",0,3941,3941,"und",0,354
"node","mention",0,3942,3942,"und",0,1540
"node","mention",0,3943,3943,"und",0,1543
"node","mention",0,3944,3944,"und",0,1545
"node","mention",0,3945,3945,"und",0,1549
"node","mention",0,3946,3946,"und",0,1554
"node","mention",0,3947,3947,"und",0,1556
"node","mention",0,3948,3948,"und",0,1557
"node","mention",0,3949,3949,"und",0,1565
"node","mention",0,3950,3950,"und",0,1567
"node","mention",0,3951,3951,"und",0,1587
"node","mention",0,3952,3952,"und",0,1597
"node","mention",0,3953,3953,"und",0,1603
"node","mention",0,3954,3954,"und",0,1623
"node","mention",0,3955,3955,"und",0,1625
"node","mention",0,3956,3956,"und",0,1627
"node","mention",0,3957,3957,"und",0,855
"node","mention",0,3958,3958,"und",0,1909
"node","mention",0,3959,3959,"und",0,1655
"node","mention",0,3960,3960,"und",0,1656
"node","mention",0,3961,3961,"und",0,1657
"node","mention",0,3962,3962,"und",0,1671
"node","mention",0,3963,3963,"und",0,1687
"node","mention",0,3964,3964,"und",0,1688
"node","mention",0,3965,3965,"und",0,1697
"node","mention",0,3966,3966,"und",0,568
"node","mention",0,3967,3967,"und",0,1725
"node","mention",0,3968,3968,"und",0,1768
"node","mention",0,3969,3969,"und",0,1769
"node","mention",0,3970,3970,"und",0,1789
"node","mention",0,3971,3971,"und",0,1790
"node","mention",0,3972,3972,"und",0,1795
"node","mention",0,3973,3973,"und",0,1811
"node","mention",0,3974,3974,"und",0,1812
"node","mention",0,3975,3975,"und",0,1826
"node","mention",0,3976,3976,"und",0,1834
"node","mention",0,3977,3977,"und",0,1835
"node","mention",0,3978,3978,"und",0,1376
"node","mention",0,3979,3979,"und",0,1858
"node","mention",0,3980,3980,"und",0,1864
"node","mention",0,3981,3981,"und",0,1867
"node","mention",0,3982,3982,"und",0,1868
"node","mention",0,3983,3983,"und",0,1870
"node","mention",0,3984,3984,"und",0,1885
"node","mention",0,3985,3985,"und",0,1888
"node","mention",0,3986,3986,"und",0,1889
"node","mention",0,3987,3987,"und",0,1893
"node","mention",0,3988,3988,"und",0,1894
"node","mention",0,3989,3989,"und",0,1895
"node","mention",0,3990,3990,"und",0,1908
"node","mention",0,3991,3991,"und",0,1910
"node","mention",0,3992,3992,"und",0,1911
"node","mention",0,3993,3993,"und",0,1912
"node","mention",0,3994,3994,"und",0,1913
"node","mention",0,3995,3995,"und",0,1917
"node","mention",0,3996,3996,"und",0,1919
"node","mention",0,3997,3997,"und",0,1931
"node","mention",0,3998,3998,"und",0,1938
"node","mention",0,3999,3999,"und",0,1944
"node","mention",0,4000,4000,"und",0,247
"node","mention",0,4001,4001,"und",0,735
"node","mention",0,4002,4002,"und",0,522
"node","mention",0,4003,4003,"und",0,565
"node","mention",0,4004,4004,"und",0,87
"node","mention",0,4005,4005,"und",0,493
"node","mention",0,4006,4006,"und",0,833
"node","mention",0,4007,4007,"und",0,1218
"node","mention",0,4008,4008,"und",0,779
"node","mention",0,4009,4009,"und",0,1519
"node","mention",0,4010,4010,"und",0,1608
"node","mention",0,4011,4011,"und",0,422
"node","mention",0,4012,4012,"und",0,561
"node","mention",0,4013,4013,"und",0,600
"node","mention",0,4014,4014,"und",0,707
"node","mention",0,4015,4015,"und",0,707
"node","mention",0,4016,4016,"und",0,874
"node","mention",0,4017,4017,"und",0,922
"node","mention",0,4018,4018,"und",0,997
"node","mention",0,4019,4019,"und",0,1047
"node","mention",0,4020,4020,"und",0,1060
"node","mention",0,4021,4021,"und",0,1124
"node","mention",0,4022,4022,"und",0,1162
"node","mention",0,4023,4023,"und",0,1174
"node","mention",0,4024,4024,"und",0,1298
"node","mention",0,4025,4025,"und",0,1310
"node","mention",0,4026,4026,"und",0,1729
"node","mention",0,4027,4027,"und",0,1729
"node","mention",0,4028,4028,"und",0,1755
"node","mention",0,4029,4029,"und",0,1815
"node","mention",0,4030,4030,"und",0,1212
"node","mention",0,4031,4031,"und",0,1191
"node","mention",0,4032,4032,"und",0,1841
"node","mention",0,4033,4033,"und",0,797
"node","mention",0,4034,4034,"und",0,1891
"node","mention",0,4035,4035,"und",0,1208
"node","mention",0,4036,4036,"und",0,514
"node","mention",0,4037,4037,"und",0,1873
"node","mention",0,4038,4038,"und",0,1823
"node","mention",0,4039,4039,"und",0,1131
"node","mention",0,4040,4040,"und",0,707
"node","mention",0,4041,4041,"und",0,846
"node","mention",0,4042,4042,"und",0,1271
"node","mention",0,4043,4043,"und",0,1280
"node","mention",0,4044,4044,"und",0,1579
"node","mention",0,4045,4045,"und",0,1815
"node","mention",0,4046,4046,"und",0,535
"node","mention",0,4047,4047,"und",0,544
"node","mention",0,4048,4048,"und",0,548
"node","mention",0,4049,4049,"und",0,602
"node","mention",0,4050,4050,"und",0,609
"node","mention",0,4051,4051,"und",0,123
"node","mention",0,4052,4052,"und",0,634
"node","mention",0,4053,4053,"und",0,674
"node","mention",0,4054,4054,"und",0,696
"node","mention",0,4055,4055,"und",0,119
"node","mention",0,4056,4056,"und",0,719
"node","mention",0,4057,4057,"und",0,723
"node","mention",0,4058,4058,"und",0,727
"node","mention",0,4059,4059,"und",0,730
"node","mention",0,4060,4060,"und",0,733
"node","mention",0,4061,4061,"und",0,61
"node","mention",0,4062,4062,"und",0,739
"node","mention",0,4063,4063,"und",0,770
"node","mention",0,4064,4064,"und",0,794
"node","mention",0,4065,4065,"und",0,796
"node","mention",0,4066,4066,"und",0,798
"node","mention",0,4067,4067,"und",0,800
"node","mention",0,4068,4068,"und",0,825
"node","mention",0,4069,4069,"und",0,842
"node","mention",0,4070,4070,"und",0,856
"node","mention",0,4071,4071,"und",0,868
"node","mention",0,4072,4072,"und",0,869
"node","mention",0,4073,4073,"und",0,870
"node","mention",0,4074,4074,"und",0,886
"node","mention",0,4075,4075,"und",0,902
"node","mention",0,4076,4076,"und",0,926
"node","mention",0,4077,4077,"und",0,212
"node","mention",0,4078,4078,"und",0,954
"node","mention",0,4079,4079,"und",0,980
"node","mention",0,4080,4080,"und",0,984
"node","mention",0,4081,4081,"und",0,985
"node","mention",0,4082,4082,"und",0,988
"node","mention",0,4083,4083,"und",0,1014
"node","mention",0,4084,4084,"und",0,1043
"node","mention",0,4085,4085,"und",0,1044
"node","mention",0,4086,4086,"und",0,1050
"node","mention",0,4087,4087,"und",0,1052
"node","mention",0,4088,4088,"und",0,1074
"node","mention",0,4089,4089,"und",0,1113
"node","mention",0,4090,4090,"und",0,1114
"node","mention",0,4091,4091,"und",0,1148
"node","mention",0,4092,4092,"und",0,1161
"node","mention",0,4093,4093,"und",0,1206
"node","mention",0,4094,4094,"und",0,1230
"node","mention",0,4095,4095,"und",0,1237
"node","mention",0,4096,4096,"und",0,375
"node","mention",0,4097,4097,"und",0,246
"node","mention",0,4098,4098,"und",0,1286
"node","mention",0,4099,4099,"und",0,1323
"node","mention",0,4100,4100,"und",0,1324
"node","mention",0,4101,4101,"und",0,1332
"node","mention",0,4102,4102,"und",0,1334
"node","mention",0,4103,4103,"und",0,1344
"node","mention",0,4104,4104,"und",0,1340
"node","mention",0,4105,4105,"und",0,332
"node","mention",0,4106,4106,"und",0,1377
"node","mention",0,4107,4107,"und",0,1418
"node","mention",0,4108,4108,"und",0,1430
"node","mention",0,4109,4109,"und",0,1460
"node","mention",0,4110,4110,"und",0,1538
"node","mention",0,4111,4111,"und",0,1541
"node","mention",0,4112,4112,"und",0,1550
"node","mention",0,4113,4113,"und",0,19
"node","mention",0,4114,4114,"und",0,1604
"node","mention",0,4115,4115,"und",0,1628
"node","mention",0,4116,4116,"und",0,1644
"node","mention",0,4117,4117,"und",0,1685
"node","mention",0,4118,4118,"und",0,1698
"node","mention",0,4119,4119,"und",0,1717
"node","mention",0,4120,4120,"und",0,1721
"node","mention",0,4121,4121,"und",0,1725
"node","mention",0,4122,4122,"und",0,1770
"node","mention",0,4123,4123,"und",0,1774
"node","mention",0,4124,4124,"und",0,1801
"node","mention",0,4125,4125,"und",0,409
"node","mention",0,4126,4126,"und",0,369
"node","mention",0,4127,4127,"und",0,1842
"node","mention",0,4128,4128,"und",0,1844
"node","mention",0,4129,4129,"und",0,1878
"node","mention",0,4130,4130,"und",0,429
"node","mention",0,4131,4131,"und",0,1886
"node","mention",0,4132,4132,"und",0,1930
"node","mention",0,4134,4134,"und",0,4133
